Site;Transect;Plant_species;Date;Management_type;Location;Insect_order;Insect_species;Insect_species_dec;Collected;Num_Individuals;ID;Cover
4;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;7
4;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Coenonympha glycerion;C. glycerion;no;1;;7
4;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Cupido minimus;C. minimus;no;1;;7
4;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;no;17;;7
4;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 1;Muscidae sp. 1;yes;1;52;7
4;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Pollenia sp. 1;Pollenia sp. 1;yes;1;51;7
4;10;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;3
4;10;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;no;1;;3
5;1;Campanula glomerata;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;0.5
5;1;Campanula glomerata;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;2;;0.5
5;1;Campanula persicifolia;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;0.5
5;1;Dactylorhiza fuchsii;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;0.5
5;1;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Coremacera marginata;C. Marginata;yes;1;49;0.5
5;1;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 16;Muscidae sp. 16;yes;1;1;0.5
5;1;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 26;Muscidae sp. 26;yes;1;2;0.5
5;1;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;4;0.5
5;1;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Maniola jurtina;M. jurtina;no;1;;0.5
5;1;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;0.5
5;1;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Heriades truncorum;H. truncorum;yes;1;45;0.5
5;1;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Heriades truncorum;H. truncorum;yes;1;48;0.5
5;1;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Hydrotaea sp.;Hydrotaea sp.;yes;1;47;0.5
5;1;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Pieris rapae;P. rapae;no;1;;0.5
5;1;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;0.5
5;1;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;2;;0.5
5;1;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus hybridus;H. hybridus;yes;1;46;0.5
5;2;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;1
5;2;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lucorum;B. lucorum;no;1;;1
5;2;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Brenthis ino;B. ino;no;5;;1
5;2;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Eristalis tenax;E. tenax;no;1;;1
5;2;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Thymelicus lineola;T. lineola;no;1;;1
5;2;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;6;1
5;2;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;7;1
5;2;Hypericum maculatum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus terrestis;B. terrestis;no;3;;7
5;2;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;0.5
5;2;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Brenthis ino;B. ino;no;2;;0.5
5;2;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;3;0.5
5;2;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Heriades truncorum;H. truncorum;yes;1;50;0.5
5;2;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Ancistrocerus parietum;A. parietum;yes;1;5;5
5;2;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;5
5;2;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;5
5;2;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus terrestis;B. terrestis;no;3;;5
5;3;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 22;Muscidae sp. 22;yes;1;53;0.5
5;3;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 23;Muscidae sp. 23;yes;1;54;0.5
5;3;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 24;Muscidae sp. 24;yes;1;52;0.5
5;3;Campanula glomerata;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;1
5;3;Crepis paludosa;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;0.5
5;3;Dactylorhiza fuchsii;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Anthomyiidae sp. 10;Anthomyiidae sp. 10;yes;1;13;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Anthomyiidae sp. 13;Anthomyiidae sp. 13;yes;1;14;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Cheilosia pagana;C. pagana;yes;1;17;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Chrysotoxum bicinctum;C. bicinctum;yes;1;18;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 15;Muscidae sp. 15;yes;1;16;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 17;Muscidae sp. 17;yes;1;8;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 17;Muscidae sp. 17;yes;1;15;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 24;Muscidae sp. 24;yes;1;10;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 24;Muscidae sp. 24;yes;1;19;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 32;Muscidae sp. 32;yes;1;11;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 7;Muscidae sp. 7;yes;1;9;0.5
5;3;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 7;Muscidae sp. 7;yes;1;12;0.5
5;3;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;6;;1
5;3;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Empis sp.;Empis sp.;yes;1;20;1
5;3;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;21;1
5;3;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Heriades truncorum;H. truncorum;yes;1;51;1
5;3;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 1;Muscidae sp. 1;yes;1;22;1
5;3;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 5;Muscidae sp. 5;yes;1;25;1
5;3;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;23;1
5;4;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;2;;1
5;4;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;55;1
5;4;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;4;;3
5;4;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus pascuorum;B. pascuorum;no;1;;3
5;4;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus pascuorum;B. pascuorum;no;1;;3
5;4;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus terrestis;B. terrestis;no;1;;3
5;4;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Brenthis ino;B. ino;no;5;;3
5;4;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Maniola jurtina;M. jurtina;no;1;;3
5;4;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Thymelicus lineola;T. lineola;no;6;;3
5;4;Dactylorhiza fuchsii;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Brenthis ino;B. ino;no;1;;2
5;4;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Pipiza quadrimaculata;P. quadrimaculata;yes;1;24;0.5
5;4;Hypericum maculatum;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;3
5;4;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;7;;4
5;4;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus terrestis;B. terrestis;no;1;;4
5;4;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Brenthis ino;B. ino;no;2;;4
5;4;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Pieris napi;P. napi;no;1;;4
5;4;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Sciomyzidae sp.;Sciomyzidae sp.;yes;1;28;4
5;4;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Thymelicus lineola;T. lineola;no;2;;4
5;4;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;5
5;4;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Celastrina argiolus;C. argiolus;no;1;;5
5;4;Potentilla erecta;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;0.5
5;4;Trifolium montanum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus pascuorum;B. pascuorum;no;1;;1
5;5;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Crabro cribrarius;C. cribrarius;yes;1;66;1
5;5;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Macropis fulvipes;M. fulvipes;yes;1;64;1
5;5;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;no;2;;0.5
5;5;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;27;0.5
5;5;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Macropis fulvipes;M. fulvipes;yes;1;69;0.5
5;5;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Pieris rapae;P. rapae;no;1;;0.5
5;5;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;26;0.5
5;5;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;2;;2
5;5;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;2
5;5;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus pascuorum;B. pascuorum;no;2;;2
5;5;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;2;;2
5;5;Stellaria graminea;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Cheilosia pagana;C. pagana;yes;1;72;1
5;5;Stellaria graminea;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Hylaeus confusus;H. confusus;yes;1;67;1
5;5;Stellaria graminea;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Macropis fulvipes;M. fulvipes;yes;1;65;1
5;5;Stellaria graminea;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Sphaerophoria scripta;S. scripta;yes;1;73;1
5;6;Campanula glomerata;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Pieris napi;P. napi;no;1;;0.5
5;6;Campanula persicifolia;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;0.5
5;6;Dactylorhiza fuchsii;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Anthomyiidae sp. 17;Anthomyiidae sp. 17;yes;1;32;0.5
5;6;Dactylorhiza fuchsii;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Calliphoridae sp. 2;Calliphoridae sp. 2;yes;1;31;0.5
5;6;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Brenthis ino;B. ino;no;1;;3
5;6;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Coenonympha glycerion;C. glycerion;no;1;;3
5;6;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;no;3;;1
5;6;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Sarcophaga sp. 5;Sarcophaga sp. 5;yes;1;29;1
5;6;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;30;1
5;6;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;4
5;6;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;4
5;7;Campanula glomerata;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;0.5
5;7;Campanula glomerata;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;0.5
5;7;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;0.5
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Aphantopus hyperantus;A. hyperantus;no;1;;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Brenthis ino;B. ino;no;1;;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Dolichopus sp.;Dolichopus sp.;yes;1;57;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;60;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;61;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 1;Muscidae sp. 1;yes;1;62;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;no;5;;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;58;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;59;2
5;7;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;63;2
5;7;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;3
5;7;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;3
5;7;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lucorum;B. lucorum;no;1;;3
5;7;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;6;;3
5;7;Potentilla erecta;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Macropis fulvipes;M. fulvipes;yes;1;80;0.5
5;8;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;1
5;8;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;76;1
5;8;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Pollenia sp. 2;Pollenia sp. 2;yes;1;75;1
5;8;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Tenthredo sp.;Tenthredo sp.;yes;1;74;1
5;8;Centaurea jacea;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Apis mellifera;A. mellifera;no;1;;1
5;8;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Eristalis tenax;E. tenax;no;1;;6
5;8;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;77;6
5;8;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Neomyia cornicina;N. cornicina;yes;1;78;6
5;8;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;7
5;8;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;7
5;8;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus terrestis;B. terrestis;no;1;;7
5;8;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Pieris napi;P. napi;no;1;;7
5;9;Aegopodium podagraria;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Tenthredo sp.;Tenthredo sp.;yes;1;68;0.5
5;9;Campanula persicifolia;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Hylaeus confusus;H. confusus;yes;1;56;1
5;9;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Crabro cribrarius;C. cribrarius;yes;1;36;0.5
5;9;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Ichneumonidae sp.;Ichneumonidae sp.;yes;1;34;0.5
5;9;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 25;Muscidae sp. 25;yes;1;37;0.5
5;9;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;33;0.5
5;9;Heracleum sibiricum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Villa hottentotta;V. hottentotta;yes;1;35;0.5
5;9;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Aphantopus hyperantus;A. hyperantus;no;1;;3
5;9;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Calliphoridae sp. 1;Calliphoridae sp. 1;yes;1;71;3
5;9;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Eristalis tenax;E. tenax;yes;1;70;3
5;9;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;no;1;;3
5;9;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;no;2;;3
5;9;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;44;3
5;9;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Ancistrocerus claripennis;A. claripennis;yes;1;38;4
5;10;Campanula glomerata;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Leptidea sinapsis;L. sinapsis;no;1;;0.5
5;10;Inula salicina;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Heriades truncorum;H. truncorum;yes;1;79;0.5
5;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Bithia sp. 1;Bithia sp. 1;yes;1;40;1
5;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;39;1
5;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Muscidae sp. 30;Muscidae sp. 30;yes;1;42;1
5;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;yes;1;43;1
5;10;Leucanthemum vulgare;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Tachinidae sp.;Tachinidae sp.;yes;1;41;1
5;10;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;3
5;10;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;3
5;10;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Cupido minimus;C. minimus;no;1;;3
5;10;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Diptera;Syritta pipiens;S. pipiens;no;1;;3
5;10;Melampyrum nemorosum;05.07.2018;wooded meadow;Matsalu Nationalpark;Lepidoptera;Zygaena filipendula;Z. filipendula;no;1;;3
